inflow,outflow,volume,depth
0.0002210622016039466,0.0,0.0,2.986094776752966e-05
0.00022984438840083953,3.514958627613529e-07,0.0,3.166135259718706e-05
0.00023878311209477707,3.868255101287945e-07,0.0,3.3530999055620146e-05
0.00024786683311704336,4.2493223318431996e-07,0.0,3.5472404400504276e-05
0.00025709536265492426,4.659718259307452e-07,0.0,3.748670458576387e-05
0.00026646852269043077,5.101054064576389e-07,0.0,3.9575032772049234e-05
0.00027598617857742795,5.574994924892276e-07,0.0,4.1738519528551526e-05
0.0002856482448638465,6.083260808971111e-07,0.0,4.397829316509774e-05
0.00029545468574705577,6.627627288443767e-07,0.0,4.629548008415846e-05
0.0003054055144688058,7.209926363490259e-07,0.0,4.869120513066118e-05
0.0003155007925344242,7.832047301880592e-07,0.0,5.116659193539246e-05
0.00032574062893832425,8.495937490033993e-07,0.0,5.372276325145348e-05
0.0003333237871878552,9.202470901773639e-07,0.0,5.635516433568293e-05
0.0003356891940051008,9.942822624338134e-07,0.0,5.902447994567153e-05
0.00033655320820472545,1.0709508219967263e-06,0.0,6.17050537836317e-05
0.00033703282756820024,1.1500227670967999e-06,0.0,6.4390098396638e-05
0.0003374200017046576,1.2314183256609716e-06,0.0,6.707788931154953e-05
0.0003377912687538452,1.3150996584599443e-06,0.0,6.976802759381426e-05
0.0003381666404236854,1.401041464912137e-06,0.0,7.246046177364074e-05
0.00033855127084862665,1.4892229167190755e-06,0.0,7.51552309872977e-05
0.0003389464082535795,1.5796253852361722e-06,0.0,7.785239744314881e-05
0.0003393522763146034,1.6722317500107955e-06,0.0,8.055202866931577e-05
0.0003397688326434913,1.7670261443090734e-06,0.0,8.325419286249628e-05
0.00034019596839135897,1.8639938260365727e-06,0.0,8.595895768599838e-05
0.0003406335606249678,1.9631210889294625e-06,0.0,8.866638997527177e-05
0.00034108148590739876,2.064395189721838e-06,0.0,9.13765556812111e-05
0.00034153962366539133,2.167804284658068e-06,0.0,9.408951987475181e-05
0.00034200785687970236,2.2733373721056178e-06,0.0,9.680534676631487e-05
0.0003424860720866374,2.3809842410004604e-06,0.0,9.95240997279585e-05
0.0003429741592134111,2.490735423541665e-06,0.0,0.00010224584131513761
0.00034347201138355354,2.6025821522572963e-06,0.0,0.00010497063328734983
0.00034397952472832097,2.7165163202482286e-06,0.0,0.00010769853662756268
0.0003444965982090348,2.8325304453679983e-06,0.0,0.00011042961156047439
0.00034502313345482615,2.9506176364775476e-06,0.0,0.00011316391756968839
0.00034555903461168803,3.0707715628626487e-06,0.0,0.00011590151341388859
0.00034610420820413836,3.19298642572006e-06,0.0,0.00011864245714209219
0.00034665856300678167,3.317256931795713e-06,0.0,0.00012138680610805019
0.00034722200992603976,3.4435782688532623e-06,0.0,0.00012413461698386347
0.00034779446188954,3.571946083014033e-06,0.0,0.00012688594577287056
0.00034837583374431724,3.7023564574894608e-06,0.0,0.00012964084782185687
0.0003489660421617658,3.834805892808295e-06,0.0,0.00013239937783264349
0.0003495650055490676,3.96929128831238e-06,0.0,0.00013516158987308702
0.0003501726439662332,4.1058099248607165e-06,0.0,0.0001379275373875393
0.0003507888790494462,4.244359448613816e-06,0.0,0.00014069727320680054
0.0003514136339385241,4.384937855780095e-06,0.0,0.00014347084955759821
0.0003520468332093094,4.527543478239119e-06,0.0,0.0001462483180716255
0.0003526884028103648,4.672174970134296e-06,0.0,0.0001490297297941638
0.00035333827000340995,4.818831295122398e-06,0.0,0.0001518151351923185
0.0003539963633072645,4.967511714323888e-06,0.0,0.00015460458416289
0.000354662612445346,5.118215775065981e-06,0.0,0.0001573981260399026
0.0003553369482957366,5.270943300111615e-06,0.0,0.0001601958096018131
0.0003560193028449529,5.4256943774382996e-06,0.0,0.000162997683078414
0.00035670960914330473,5.582469350677105e-06,0.0,0.00016580379415745444
0.0003574078012631666,5.741268809937497e-06,0.0,0.0001686141899909902
0.0003581138142600734,5.902093583069262e-06,0.0,0.00017142891720148075
0.0003588275841348369,6.064944727422231e-06,0.0,0.00017424802188764667
0.00035954904779847034,6.229823521984923e-06,0.0,0.00017707154963009987
0.0003602781430386838,6.396731459745973e-06,0.0,0.00017989954549675976
0.00036101480848782914,6.565670240858989e-06,0.0,0.0001827320540480662
0.0003617589835931789,6.736641765343249e-06,0.0,0.00018556911934200054
0.0003625106085876437,6.909648126897483e-06,0.0,0.00018841078493892383
0.0003632696244630835,7.084691606428221e-06,0.0,0.0001912570939062416
0.00036403597294385956,7.261774666280969e-06,0.0,0.00019410808882290492
0.00036480959646262187,7.440899944301057e-06,0.0,0.00019696381178375565
0.0003655904381361435,7.622070248402944e-06,0.0,0.00019982430440372256
0.0003663784417434928,7.805288551270606e-06,0.0,0.00020268960782187607
0.00036717355170411055,7.990557985344346e-06,0.0,0.00020555976270535
0.000367975713057772,8.177881837874402e-06,0.0,0.00020843480925313322
0.0003687848714449094,8.367263546307873e-06,0.0,0.00021131478719974264
0.0003696009730876745,8.558706693609773e-06,0.0,0.00021419973581877582
0.0003704239647725203,8.752215004149553e-06,0.0,0.00021708969392635657
0.0003712537938328088,8.947792339323117e-06,0.0,0.00021998469988447286
0.000372090408132721,9.145442693616697e-06,0.0,0.00022288479160421365
0.0003729337560515881,9.34517019052464e-06,0.0,0.00022579000654891033
0.00037378378646829753,9.546979079049724e-06,0.0,0.00022870038173718592
0.0003746404487480539,9.750873729932167e-06,0.0,0.00023161595374591505
0.0003755036927274072,9.956858631958852e-06,0.0,0.00023453675871310106
0.0003763734687019323,1.0164938388809423e-05,0.0,0.0002374628323406723
0.0003772497274128324,1.0375117715717278e-05,0.0,0.00024039420989720124
0.00037813242003514636,1.058740143596116e-05,0.0,0.00024333092622054922
0.00037902149816594497,1.080179447827707e-05,0.0,0.00024627301572044196
0.00037991691381307865,1.1018301873394576e-05,0.0,0.00024922051238097524
0.0003808186193843762,1.1236928751369255e-05,0.0,0.0002521734497630592
0.00043440752468419647,1.146354060019584e-05,0.0,0.0002552389819456578
0.0005538645506292755,1.1748330377665085e-05,0.0,0.00025910069255173884
0.0006441400099436565,1.2100663630713656e-05,0.0,0.0002637898927028049
0.0007274365819895008,1.2510585228665867e-05,0.0,0.0002691627582325325
0.0008113270665748873,1.297806979990394e-05,0.0,0.0002751981096296288
0.0008980389372049217,1.3506374599383663e-05,0.0,0.0002819104506891477
0.0009882559373947477,1.410000724983824e-05,0.0,0.00028932496782113767
0.0010821840252990631,1.4764139613678457e-05,0.0,0.00029747009268454297
0.0011798759027447053,1.5504439653168773e-05,0.0,0.00030637516071220847
0.0012813354500001441,1.6327033257913884e-05,0.0,0.0003160696561276553
0.0013710378925631047,1.7236538287154863e-05,0.0,0.00032655220972716773
0.0014282740275974478,1.8219379405637163e-05,0.0,0.0003376087423266999
0.0014704771532431575,1.9260272759214532e-05,0.0,0.00034904904393320553
0.0015061892510765662,2.035292795458727e-05,0.0,0.00036078979209098615
0.0015391776887756763,2.1495243561902394e-05,0.0,0.00037279508044155114
0.0015711357787184259,2.26870336298457e-05,0.0,0.00038505008836249994
0.0016028344614502567,2.392901257075335e-05,0.0,0.0003975495188269686
0.0016346289593618338,2.5222332205272314e-05,0.0,0.00041029242525413614
0.0016666854581458958,2.656836818070231e-05,0.0,0.0004232798706425696
0.0016990836030870205,2.7968620804235306e-05,0.0,0.00043651385984928934
0.0017318632019018747,2.942466889573536e-05,0.0,0.0004499968494608204
0.0017650456407366376,3.0938148389835664e-05,0.0,0.00046373152155995933
0.0017986437606760711,3.25107425628305e-05,0.0,0.0004777206787935371
0.001828053496723614,3.4143415063861436e-05,0.0,0.0004919581160726914
0.0018466826256192382,3.5829752732380725e-05,0.0,0.0005063728965190893
0.0018597837715845019,3.756233808420074e-05,0.0,0.0005208990128493153
0.0018702585153169673,3.933745364573798e-05,0.0,0.0005355043941146091
0.0018795166290986442,4.115331031069443e-05,0.0,0.0005501737682957627
0.0018882455413145288,4.300908291124737e-05,0.0,0.0005649000393928749
0.0018967807503175048,4.49044320374622e-05,0.0,0.0005796800999059757
0.0019052857259599578,4.6839265579270635e-05,0.0,0.0005945127874359104
0.0019138396917915033,4.8813619387919875e-05,0.0,0.0006093978849273648
0.0019224805698452212,5.0827597360661865e-05,0.0,0.0006243356307780841
0.0019312260236395173,5.288134123354837e-05,0.0,0.0006393264785723807
0.001940083780488737,5.4975015247313226e-05,0.0,0.000654370979194389
0.0019490566990506776,5.710879826786155e-05,0.0,0.0006694697229970596
0.001958145258680166,5.9282879650896767e-05,0.0,0.0006846233114646392
0.001967348782808504,6.149745699110887e-05,0.0,0.0006998323433680157
0.001976666040245718,6.375273482479193e-05,0.0,0.00071509740804466
0.0019860955406164576,6.604892381828531e-05,0.0,0.0007304190821814393
0.001995635679324867,6.838624020817723e-05,0.0,0.0007457979283190221
0.0020052848084630235,7.076490537433016e-05,0.0,0.0007612344942013389
0.0020150412712685133,7.318514548632627e-05,0.0,0.0007767293125385851
0.002024903418641415,7.564719119265474e-05,0.0,0.0007922829009713416
0.0020348696168455017,7.815127733698284e-05,0.0,0.0008078957621312537
0.002044938250884225,8.069764269336216e-05,0.0,0.000823568383746867
0.002055107725770219,8.328652971579337e-05,0.0,0.0008393012387694441
0.0020653764667770518,8.591818429872914e-05,0.0,0.0008550947855064856
0.002075742919214532,8.85928555479921e-05,0.0,0.0008709494677570585
0.0020862055479864907,9.131079556081116e-05,0.0,0.0008868657149461576
0.0020967628370653535,9.407225921394796e-05,0.0,0.000902843942256879
0.0021074132889416473,9.687750395840828e-05,0.0,0.000918884550759916
0.0021181554240804366,9.972678962217964e-05,0.0,0.0009349879275402726
0.002128987780396165,0.0001026203782183718,0.0,0.0009511544458212454
0.0021399089127545007,0.000105558533760601,0.0,0.0009673844650857978
0.0021509173924988204,0.00010854152208262202,0.0,0.0009836783311955018
0.0021620118070056257,0.0001115696106643436,0.0,0.001000036376507211
0.0021731907592642775,0.0001146430684621361,0.0,0.0010164589199876414
0.002184452867481743,0.00011776216574450101,0.0,0.001032946267326017
0.002195796764712749,0.00012092717393150887,0.0,0.0010494987110449448
0.002207221098508519,0.00012413836543883917,0.0,0.0010661165306096643
0.002218724530590387,0.00012739601352578178,0.0,0.0010827999925358126
0.0022303057365418515,0.00013070039214664361,0.0,0.0010995493504958422
0.0022419634055181673,0.0001340517758065142,0.0,0.0011163648454242097
0.00225369623997727,0.00013745043941938847,0.0,0.0011332467056214695
0.0022655029554253603,0.00014089665817093217,0.0,0.0011501951468573784
0.002277382280180833,0.0001443907073825796,0.0,0.0011672103724731258
0.0022893329551531387,0.00014793286238029424,0.0,0.0011842925734827938
0.0023013537336390674,0.0001515233983648896,0.0,0.001201441928674157
0.0023134433811317127,0.00015516259028679457,0.0,0.0012186586047089189
0.00232560067514803,0.0001588507127208404,0.0,0.0012359427562224853
0.0023378244050672853,0.00016258803974629176,0.0,0.0012532945259233746
0.0023501133719877605,0.0001663748448278169,0.0,0.001270714044692364
0.002362466388596597,0.00017021140069875377,0.0,0.0012882014316814734
0.0023748822790552603,0.00017409797924790066,0.0,0.001305756794412881
0.002387359878900961,0.00017803485140739856,0.0,0.001323380228877886
0.0023998980349640856,0.00018202228704314582,0.0,0.0013410718196360202
0.002412495605303196,0.00018606055484832177,0.0,0.00135883163991443
0.002425151459158002,0.00019014992223714039,0.0,0.0013766597517076429
0.0024378644769218806,0.0001942906552426898,0.0,0.0013945562058778702
0.0024506335501385448,0.00019848301841537684,0.0,0.0014125210422559855
0.0024634575815205627,0.00020272727472529607,0.0,0.0014305542897433466
0.0024763354849986216,0.00020702368546420702,0.0,0.001448655966414659
0.0024892661858019953,0.0002113725101517539,0.0,0.0014668260796221108
0.0025022486205798123,0.0002157740064428814,0.0,0.0014850646261010314
0.0025152817375680143,0.00022022843003808654,0.0,0.001503371592077421
0.00252836449681735,0.00022473603459533293,0.0,0.0015217469533777314
0.0025414958704952856,0.00022929707164465887,0.0,0.001540190675541428
0.0025546748432872467,0.00023391179050591006,0.0,0.0015587027139369776
0.002567900412932564,0.00023858043820786435,0.0,0.0015772830138821702
0.0025811715909477605,0.00024330325941296878,0.0,0.0015959315107699982
0.002594487403633207,0.0002480804963431558,0.0,0.0016146481302018896
0.002607846893517903,0.0002529123887121238,0.0,0.0016334327881310374
0.0026212491050676464,0.00025790316888322064,0.0,0.001652285024673448
0.002634693203673058,0.00026239154261980586,0.0,0.0016712067707289433
0.0026481786042313257,0.00026691792865427824,0.0,0.001690199948421081
0.0026617047169811255,0.0002714842717848055,0.0,0.001709264566723628
0.0026752708814377305,0.0002760906725550106,0.0,0.0017284006274744452
0.0026888762751426784,0.00028073723179197963,0.0,0.0017476081258531325
0.002702519936326352,0.0002854240504624217,0.0,0.0017668870490276664
0.0027162008905035036,0.00029015122957749107,0.0,0.0017862373756011428
0.0027299181621262877,0.0002949188701541517,0.0,0.0018056590755732265
0.002743670777900773,0.00029972707317644154,0.0,0.0018251521103462651
0.002757457768477559,0.0003045759395563762,0.0,0.0018447164327512863
0.0027712781693074126,0.0003094655700942049,0.0,0.0018643519870842596
0.002785131021062875,0.0003143960654392582,0.0,0.0018840587091476634
0.002799015369840278,0.00031936752605125316,0.0,0.0019038365262947926
0.002812930267245348,0.0003243800521611877,0.0,0.001923685357475493
0.002826874770422042,0.000329433743734442,0.0,0.0019436051132826454
0.0028408479420509395,0.0003345287004322249,0.0,0.001963595695999048
0.0028548488503321815,0.00033966502157522805,0.0,0.0019836569996445124
0.0028688765689634976,0.00034484280610674916,0.0,0.002003788910023105
0.0028829301771128475,0.00035006215255640067,0.0,0.002023991304770465
0.002897008759390636,0.0003553231590051593,0.0,0.002044264053401202
0.0029111114058232032,0.00036062592304874627,0.0,0.0020646070173563486
0.002925237211824812,0.00036597054176404717,0.0,0.002085020050050879
0.0029393852781720454,0.00037135711167460636,0.0,0.002105502996921285
0.0029535547109768956,0.00037678572871488187,0.0,0.002126055695473221
0.002967744621664165,0.00038225648819877056,0.0,0.002146677975329213
0.0029819541269457666,0.0003877694847847157,0.0,0.0021673696582764444
0.0029961823487985326,0.00039332481244366206,0.0,0.0021881305583146184
0.0030104284144418796,0.00039892256442566464,0.0,0.0022089604817038975
0.0030246914563172634,0.0004045628332284746,0.0,0.0022298592270129296
0.0030389706120651904,0.00041024571056424557,0.0,0.0022508265851669588
0.0030532650245086827,0.0004159712873299672,0.0,0.0022718623394960293
0.0030675738416311477,0.0004217396535738217,0.0,0.0022929662657832834
0.0030818962165591666,0.0004275508984660053,0.0,0.00231413813231335
0.003096231307545318,0.00043340511026712094,0.0,0.002335377699920843
0.003110578277948232,0.00043930237629833676,0.0,0.002356684722038953
0.0031249362962190827,0.0004452427829106248,0.0,0.002378058944748144
0.003139304535883543,0.00045122641545556144,0.0,0.0023995001068249605
0.0031536821755262815,0.00045725335825545576,0.0,0.0024210079397909414
0.0031680683987764754,0.000463323694574337,0.0,0.0024425821679616385
0.0031824623942926754,0.00046943750658864084,0.0,0.002464222508495759
0.0031968633557489727,0.0004755948753588106,0.0,0.0024859286714444093
0.0032112704818205834,0.00048179588080119324,0.0,0.002507700359800463
0.0032256829761713873,0.00048804060165852164,0.0,0.0025295372695480407
0.0032401000474412667,0.0004943291154735255,0.0,0.002551439089712107
0.003254520909232414,0.0005006614985604353,0.0,0.0025734055024081905
0.0032689447800976503,0.0005070378259777829,0.0,0.0025954361828922235
0.003283370883529757,0.0005134581715008095,0.0,0.0026175307996104966
0.0032977984479479585,0.0005199226075947677,0.0,0.002639689014249743
0.003312226706688674,0.0005264312053890757,0.0,0.002661910481787334
0.003326654897994434,0.0005329840346488383,0.0,0.002684194850541616
0.0033410822650019986,0.0005395811637507466,0.0,0.0027065417622223484
0.0033555080557333703,0.0005462226596556483,0.0,0.0027289508519812815
0.0033699315230857623,0.0005529085878832828,0.0,0.0027514217484628533
0.0033843519248211904,0.0005596390124864866,0.0,0.0027739540738550097
0.0033987685235575284,0.0005664139960264965,0.0,0.0027965474439401498
0.0034131805867591916,0.0005732335995467426,0.0,0.002819201468146197
0.0034275873867286493,0.000580097882548793,0.0,0.002841915749597794
0.003441988200595703,0.000587006902967827,0.0,0.0028646898851676194
0.003456382310310621,0.000593960717146735,0.0,0.0028875234655278354
0.0034707690026359317,0.0006009593798139255,0.0,0.002910416075201652
0.0034851475691369507,0.0006080029440583116,0.0,0.0029333672926150213
0.0034995173061737055,0.000615091461304415,0.0,0.0029563766901484476
0.0035138775148939533,0.000622224981290638,0.0,0.0029794438341889285
0.0035282275012250715,0.0006294035520453602,0.0,0.0030025682851820145
0.0035425665758654482,0.0006366272198622516,0.0,0.003025749597683988
0.0035568940542788823,0.0006438960292800279,0.0,0.0030489873204141687
0.0035712092566845986,0.0006512100230564755,0.0,0.0030722809963073397
0.0035855115080523936,0.0006585692421489135,0.0,0.0030956301625662875
0.0035998001380945993,0.000665973725689667,0.0,0.0031190343507144632
0.0036140744812583666,0.0006734235109655222,0.0,0.0031424930866487677
0.0036283338767192233,0.0006809186333943824,0.0,0.0031660058906924464
0.003642577668374584,0.0006884591265043864,0.0,0.0031895722776481028
0.0036568052048367014,0.0006960450219126092,0.0,0.003213191756850836
0.0036710158394260384,0.0007036763493030281,0.0,0.0032368638322214766
0.0036852089301635397,0.0007113531364055013,0.0,0.003260588002319945
0.00369938383976635,0.000719075408975769,0.0,0.003284363760398725
0.0037135399356385827,0.0007268431907740404,0.0,0.003308190594456443
0.0037276765898672974,0.0007346565035441544,0.0,0.00333206798729156
0.003741793179214955,0.0007425153669943168,0.0,0.003355995416556165
0.0037558890851130534,0.000750419798776369,0.0,0.00337997235480989
0.003769963693656621,0.000758369814466307,0.0,0.003403998269573913
0.0037840163955959742,0.0007663654275441555,0.0,0.003428072623385082
0.0037980465863332686,0.0007744066493750194,0.0,0.0034521948738501307
0.003812053665913919,0.0007824934891896488,0.0,0.0034763644737000046
0.0038260370390229776,0.0007906259540659254,0.0,0.0035005808708442757
0.0038399961149759975,0.0007988040489089107,0.0,0.0035248435084256698
0.0038539303077154497,0.0008070277764337037,0.0,0.00354915182487468
0.003867839035802686,0.0008152971371459633,0.0,0.003573505253964282
0.003881721722413331,0.0008236121293244874,0.0,0.0035979032248647414
0.003895577795331325,0.0008319727490029448,0.0,0.003622345162198509
0.003909406686940948,0.0008403789899521881,0.0,0.003646830486095219
0.00392320783422319,0.0008488308436626318,0.0,0.0036713586122467576
0.003936980678748122,0.0008573282993274601,0.0,0.003695928951962439
0.003950724666669133,0.0008658713438256666,0.0,0.0037205409122242467
0.003964439248716887,0.0008744599617036405,0.0,0.003745193895742181
0.003978123880194157,0.0008830941351608396,0.0,0.003769887301009663
0.003991778020968368,0.0008917738440315978,0.0,0.00379462052235904
0.004005401135467125,0.0009004990657705405,0.0,0.003819392950017156
0.004018992692668984,0.0009092697754343361,0.0,0.003844203970161005
0.004032552166102439,0.0009180859456691902,0.0,0.00386905296497345
0.004046079033834993,0.0009269475466918713,0.0,0.003893939312699029
0.004059572778469396,0.0009358545462777027,0.0,0.003918862387699815
0.004073032887136431,0.0009448069097430262,0.0,0.003943821560511357
0.004086458851491281,0.0009538045999319012,0.0,0.003968816197898677
0.004099850167702523,0.0009628475772000696,0.0,0.003993845662912335
0.004113206336450925,0.0009719357994032538,0.0,0.004018909314944559
